id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction
30132,Female,18,tourism,Personal Travel,Individual/Couple,5,5,5,2,3,3,3,3,5,3,satisfied
117485,Male,27,business,Group Travel,Group bookings,3,5,5,5,3,3,3,1,3,3,neutral or dissatisfied
70815,Male,60,academic,Personal Travel,Individual/Couple,4,4,4,3,3,3,3,2,4,3,neutral or dissatisfied
73506,Female,55,business,Group Travel,Group bookings,1,1,1,1,3,5,5,4,5,3,satisfied
19164,Male,48,personal,Group Travel,Individual/Couple,4,1,1,1,4,4,4,5,5,4,satisfied
119372,Male,51,business,Group Travel,Group bookings,3,3,3,3,5,4,3,4,3,5,satisfied
36760,Male,25,academic,Group Travel,Individual/Couple,3,3,3,1,3,3,4,3,2,3,neutral or dissatisfied
23786,Female,40,academic,Group Travel,Group bookings,2,2,2,2,2,4,5,3,5,4,satisfied
51255,Male,38,personal,Group Travel,Not defined,4,1,1,1,4,4,4,3,1,4,satisfied
57059,Female,40,business,Personal Travel,Individual/Couple,2,4,2,4,2,2,2,3,4,2,neutral or dissatisfied
100826,Male,45,tourism,Group Travel,Group bookings,3,3,3,3,3,4,4,5,4,5,satisfied
45391,Female,32,academic,Group Travel,Group bookings,3,3,3,3,5,5,5,2,3,5,satisfied
28472,Female,25,tourism,Group Travel,Individual/Couple,2,2,2,4,2,5,3,5,3,5,neutral or dissatisfied
106933,Female,49,aviation,Group Travel,Group bookings,1,0,0,3,3,3,3,3,4,3,neutral or dissatisfied
61745,Male,48,tourism,Group Travel,Group bookings,3,5,5,5,2,3,4,4,4,1,neutral or dissatisfied
12667,Male,34,academic,Group Travel,Group bookings,4,4,4,4,1,3,4,3,4,5,satisfied
260,Male,62,aviation,Group Travel,Group bookings,2,5,5,5,2,3,2,2,2,2,neutral or dissatisfied
12500,Female,52,business,Group Travel,Not defined,5,2,2,2,4,4,5,3,5,2,satisfied
5201,Male,51,personal,Group Travel,Group bookings,3,3,5,3,5,5,5,5,5,5,satisfied
23479,Male,16,tourism,Personal Travel,Individual/Couple,4,4,4,4,1,1,1,4,3,1,neutral or dissatisfied
82210,Female,46,business,Group Travel,Group bookings,3,3,3,3,2,4,5,3,5,3,satisfied
52348,Female,49,tourism,Group Travel,Individual/Couple,5,5,5,5,1,4,5,2,5,1,satisfied
5485,Male,48,business,Group Travel,Group bookings,1,1,1,1,4,4,4,3,4,5,satisfied
30854,Male,39,academic,Group Travel,Not defined,1,4,4,4,1,1,1,1,4,1,neutral or dissatisfied
107270,Female,36,tourism,Group Travel,Individual/Couple,2,4,5,4,2,2,2,2,3,2,neutral or dissatisfied
71980,Male,24,academic,Group Travel,Individual/Couple,2,2,2,4,1,1,1,3,2,1,neutral or dissatisfied
103773,Female,16,academic,Personal Travel,Group bookings,3,1,3,4,4,3,4,2,3,4,neutral or dissatisfied
123319,Male,52,tourism,Group Travel,Not defined,1,5,5,5,1,1,1,3,2,1,neutral or dissatisfied
105929,Male,31,academic,Group Travel,Group bookings,3,4,3,3,3,3,3,3,4,3,satisfied
93244,Male,58,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,3,4,4,satisfied
23694,Male,37,business,Group Travel,Individual/Couple,3,1,3,1,2,2,2,2,1,2,neutral or dissatisfied
92538,Male,62,tourism,Personal Travel,Individual/Couple,0,5,0,4,2,2,2,3,5,2,satisfied
73961,Female,68,business,Personal Travel,Individual/Couple,4,5,4,1,4,4,2,5,2,3,neutral or dissatisfied
66354,Female,42,tourism,Group Travel,Group bookings,1,4,4,4,1,3,1,2,1,1,neutral or dissatisfied
56213,Female,50,tourism,Group Travel,Group bookings,4,4,4,2,4,4,4,3,4,4,satisfied
10108,Female,23,academic,Group Travel,Individual/Couple,2,4,2,4,2,4,2,4,4,4,neutral or dissatisfied
38608,Male,34,business,Group Travel,Group bookings,3,5,5,5,2,4,3,4,3,4,neutral or dissatisfied
125074,Male,51,business,Group Travel,Group bookings,4,4,4,4,5,5,4,4,4,3,satisfied
96385,Male,49,tourism,Group Travel,Group bookings,1,1,1,1,3,5,4,5,4,5,satisfied
5191,Male,48,academic,Group Travel,Group bookings,2,2,2,2,3,5,5,4,5,3,satisfied
33402,Female,61,aviation,Personal Travel,Group bookings,2,2,2,3,1,4,1,2,1,1,neutral or dissatisfied
64570,Male,22,academic,Group Travel,Individual/Couple,0,0,0,3,3,2,3,3,5,3,satisfied
61305,Male,47,academic,Personal Travel,Individual/Couple,3,1,2,3,1,1,1,4,3,1,neutral or dissatisfied
75089,Female,18,academic,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,5,4,5,neutral or dissatisfied
125726,Female,57,business,Group Travel,Group bookings,1,1,1,1,4,4,4,4,4,4,satisfied
11109,Male,11,business,Personal Travel,Individual/Couple,0,5,0,1,5,5,5,4,5,5,satisfied
121271,Male,52,tourism,Personal Travel,Individual/Couple,3,5,3,2,2,2,2,4,5,2,neutral or dissatisfied
107337,Female,18,tourism,Group Travel,Individual/Couple,0,0,0,2,3,3,3,5,5,3,satisfied
125607,Male,39,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,4,4,3,satisfied
86344,Male,50,tourism,Group Travel,Group bookings,1,1,1,1,4,4,2,4,2,3,satisfied
98593,Female,39,academic,Group Travel,Group bookings,2,2,2,2,2,4,5,5,5,3,satisfied
45876,Male,44,tourism,Group Travel,Group bookings,1,1,1,1,3,2,3,1,3,2,satisfied
26609,Female,58,tourism,Group Travel,Group bookings,4,1,4,4,2,2,5,2,5,4,satisfied
26757,Male,50,academic,Group Travel,Group bookings,2,2,2,2,5,4,2,4,2,4,neutral or dissatisfied
122470,Male,25,personal,Group Travel,Group bookings,3,3,3,3,3,3,3,2,3,3,neutral or dissatisfied
52826,Female,52,business,Group Travel,Group bookings,2,2,2,2,2,4,5,4,5,4,satisfied
68818,Female,25,academic,Group Travel,Not defined,4,2,2,2,4,4,4,4,4,4,neutral or dissatisfied
34718,Male,43,personal,Group Travel,Group bookings,3,3,2,3,3,4,4,4,4,4,satisfied
56270,Male,46,academic,Group Travel,Group bookings,3,2,3,3,3,5,4,3,4,4,satisfied
116858,Female,37,tourism,Group Travel,Group bookings,2,2,2,1,5,5,5,3,4,5,neutral or dissatisfied
108874,Male,54,aviation,Group Travel,Individual/Couple,3,5,5,5,3,3,3,4,3,3,neutral or dissatisfied
100304,Female,33,academic,Group Travel,Group bookings,1,1,1,1,2,5,5,4,5,3,satisfied
50926,Male,66,business,Personal Travel,Individual/Couple,3,4,3,3,4,4,4,1,4,4,neutral or dissatisfied
60522,Male,25,business,Personal Travel,Individual/Couple,2,3,2,4,4,4,4,3,3,4,neutral or dissatisfied
54198,Female,9,tourism,Personal Travel,Individual/Couple,2,4,2,1,4,5,4,2,2,4,neutral or dissatisfied
50312,Male,54,aviation,Group Travel,Individual/Couple,3,1,5,1,3,3,3,3,3,3,neutral or dissatisfied
59212,Female,33,tourism,Personal Travel,Individual/Couple,4,4,5,3,3,3,3,5,4,3,neutral or dissatisfied
54417,Female,64,aviation,Group Travel,Group bookings,1,2,2,2,2,3,1,3,1,2,neutral or dissatisfied
36357,Female,43,academic,Group Travel,Group bookings,5,5,5,5,5,1,4,2,4,1,satisfied
79023,Male,38,academic,Group Travel,Individual/Couple,2,1,5,5,2,2,2,3,3,2,neutral or dissatisfied
99272,Female,56,aviation,Group Travel,Group bookings,4,4,4,4,5,4,5,5,5,3,satisfied
82022,Male,65,tourism,Personal Travel,Individual/Couple,2,4,2,3,4,4,4,4,5,4,neutral or dissatisfied
13643,Female,36,tourism,Personal Travel,Not defined,4,5,4,3,3,4,3,5,4,3,neutral or dissatisfied
112509,Male,16,academic,Personal Travel,Individual/Couple,2,3,2,4,3,3,3,2,3,3,neutral or dissatisfied
22338,Male,77,academic,Group Travel,Group bookings,4,4,4,4,1,4,5,4,5,3,satisfied
66501,Female,47,business,Group Travel,Individual/Couple,1,4,4,4,1,2,1,2,1,3,neutral or dissatisfied
62535,Female,23,academic,Group Travel,Group bookings,4,0,4,5,2,2,2,3,5,2,satisfied
22634,Female,43,personal,Personal Travel,Individual/Couple,2,4,2,2,3,4,4,4,4,3,neutral or dissatisfied
26803,Male,20,academic,Group Travel,Individual/Couple,3,3,3,2,2,5,2,3,2,2,neutral or dissatisfied
111135,Female,25,tourism,Group Travel,Individual/Couple,2,2,2,3,3,3,3,3,4,3,neutral or dissatisfied
50544,Male,56,personal,Personal Travel,Individual/Couple,2,3,2,3,3,3,3,3,3,3,neutral or dissatisfied
124228,Female,47,tourism,Group Travel,Group bookings,4,4,2,4,2,4,4,3,4,4,satisfied
96667,Male,60,tourism,Personal Travel,Individual/Couple,3,5,3,2,1,1,1,3,4,1,neutral or dissatisfied
69615,Female,43,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied
110157,Male,61,business,Personal Travel,Individual/Couple,3,5,3,1,2,2,2,5,5,2,neutral or dissatisfied
13441,Male,55,tourism,Group Travel,Group bookings,1,1,1,1,2,3,1,2,1,4,neutral or dissatisfied
7309,Male,18,aviation,Group Travel,Not defined,1,4,1,3,1,1,1,3,3,1,neutral or dissatisfied
108810,Male,43,business,Group Travel,Group bookings,3,3,3,3,4,4,5,3,5,5,satisfied
111185,Female,60,academic,Group Travel,Group bookings,3,3,3,2,5,3,5,4,5,5,neutral or dissatisfied
39037,Male,25,business,Personal Travel,Individual/Couple,2,1,2,4,3,3,3,3,3,3,neutral or dissatisfied
49222,Male,57,academic,Group Travel,Individual/Couple,4,2,2,2,4,4,4,3,4,4,satisfied
116296,Female,63,academic,Personal Travel,Individual/Couple,2,4,2,2,2,4,5,4,4,4,neutral or dissatisfied
59657,Female,37,tourism,Personal Travel,Individual/Couple,1,5,1,2,1,2,1,3,5,1,neutral or dissatisfied
34121,Male,36,tourism,Group Travel,Individual/Couple,2,4,5,4,2,2,2,3,2,2,satisfied
37412,Female,54,business,Group Travel,Individual/Couple,2,2,2,4,5,5,5,1,3,5,neutral or dissatisfied
104163,Male,42,aviation,Group Travel,Group bookings,4,4,4,4,2,4,4,5,4,3,satisfied
58664,Male,32,business,Personal Travel,Individual/Couple,1,4,1,3,5,5,5,4,3,5,neutral or dissatisfied
47131,Female,65,tourism,Group Travel,Group bookings,2,3,3,3,3,3,2,4,2,3,neutral or dissatisfied
122269,Female,48,aviation,Personal Travel,Individual/Couple,3,4,3,3,5,4,1,3,1,3,neutral or dissatisfied
92174,Male,46,tourism,Group Travel,Group bookings,1,1,1,1,5,4,4,4,4,4,satisfied
58010,Male,39,tourism,Personal Travel,Individual/Couple,1,5,1,2,5,5,5,4,4,5,neutral or dissatisfied
100857,Female,10,tourism,Group Travel,Individual/Couple,2,1,1,3,1,1,1,2,4,1,neutral or dissatisfied
59307,Male,45,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,3,4,4,satisfied
127642,Female,9,tourism,Personal Travel,Individual/Couple,2,5,2,5,2,2,2,3,3,2,neutral or dissatisfied
74668,Male,8,tourism,Personal Travel,Individual/Couple,3,1,3,2,5,5,5,2,1,5,neutral or dissatisfied
80165,Female,50,tourism,Group Travel,Group bookings,2,2,2,2,2,2,2,2,4,2,neutral or dissatisfied
101478,Male,47,business,Group Travel,Group bookings,0,0,0,2,3,4,3,3,3,5,satisfied
62875,Female,28,tourism,Personal Travel,Individual/Couple,3,4,3,3,4,4,4,4,4,4,neutral or dissatisfied
47959,Female,63,academic,Personal Travel,Individual/Couple,1,1,1,3,3,3,1,4,1,2,neutral or dissatisfied
73277,Female,44,academic,Personal Travel,Group bookings,5,3,5,3,2,2,5,3,5,2,satisfied
71765,Male,37,aviation,Group Travel,Group bookings,1,1,1,4,1,1,1,4,4,1,neutral or dissatisfied
101853,Female,42,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,4,5,5,satisfied
588,Female,40,personal,Group Travel,Group bookings,1,1,1,1,3,4,5,3,5,4,satisfied
40305,Male,48,academic,Personal Travel,Individual/Couple,3,2,3,4,4,4,4,4,3,4,neutral or dissatisfied
112098,Female,33,academic,Group Travel,Group bookings,2,2,2,2,4,4,4,3,4,5,satisfied
74232,Male,30,aviation,Group Travel,Group bookings,2,2,2,2,2,2,2,3,3,2,neutral or dissatisfied
111589,Female,43,business,Personal Travel,Individual/Couple,2,2,2,4,2,4,1,3,1,2,neutral or dissatisfied
107389,Female,45,academic,Group Travel,Group bookings,3,3,3,3,3,4,4,5,4,3,satisfied
79362,Female,27,academic,Group Travel,Not defined,4,2,2,2,4,4,4,4,3,4,neutral or dissatisfied
39908,Male,48,academic,Personal Travel,Not defined,2,4,2,3,1,1,1,4,4,1,neutral or dissatisfied
71368,Female,58,tourism,Group Travel,Group bookings,3,3,3,3,5,4,4,4,4,3,satisfied
48169,Male,60,academic,Group Travel,Individual/Couple,5,3,1,1,5,5,5,3,5,5,satisfied
84822,Male,20,academic,Group Travel,Group bookings,2,3,3,3,2,2,2,1,4,2,neutral or dissatisfied
63753,Female,40,business,Group Travel,Group bookings,1,1,1,1,2,4,5,5,5,3,satisfied
61440,Female,43,personal,Group Travel,Individual/Couple,2,5,5,5,1,3,2,1,2,2,neutral or dissatisfied
43270,Male,39,tourism,Group Travel,Individual/Couple,5,0,5,4,4,4,4,4,1,4,satisfied
118634,Female,34,business,Group Travel,Group bookings,3,3,3,3,3,4,3,3,3,3,neutral or dissatisfied
29696,Female,45,tourism,Group Travel,Individual/Couple,4,2,2,2,1,5,4,5,4,3,satisfied
74254,Male,67,tourism,Personal Travel,Individual/Couple,2,2,2,4,3,3,3,2,3,3,neutral or dissatisfied
21717,Female,24,personal,Group Travel,Individual/Couple,3,3,3,2,2,2,2,5,2,2,neutral or dissatisfied
31362,Male,25,tourism,Group Travel,Group bookings,4,4,1,4,5,5,5,1,3,5,satisfied
43166,Female,34,business,Personal Travel,Individual/Couple,3,5,3,3,5,5,5,5,4,5,neutral or dissatisfied
128894,Female,46,academic,Group Travel,Individual/Couple,5,3,3,3,5,5,4,5,5,5,satisfied
12402,Female,22,aviation,Group Travel,Group bookings,1,1,1,1,3,1,3,3,3,3,neutral or dissatisfied
57226,Female,62,business,Personal Travel,Individual/Couple,3,3,3,3,5,3,5,1,5,3,neutral or dissatisfied
51657,Female,25,tourism,Group Travel,Individual/Couple,4,3,4,2,3,3,3,4,2,3,neutral or dissatisfied
79530,Female,24,academic,Group Travel,Individual/Couple,3,3,3,2,1,1,1,4,2,1,neutral or dissatisfied
94141,Female,25,tourism,Group Travel,Individual/Couple,3,2,4,3,5,4,5,3,4,5,neutral or dissatisfied
25212,Male,40,academic,Group Travel,Individual/Couple,4,1,1,1,4,4,4,2,5,4,satisfied
53448,Male,20,tourism,Group Travel,Group bookings,2,3,3,3,2,2,2,2,3,2,neutral or dissatisfied
8577,Female,35,academic,Group Travel,Individual/Couple,3,0,3,3,4,4,4,4,2,4,neutral or dissatisfied
59915,Male,36,business,Group Travel,Group bookings,1,1,1,1,2,5,4,5,4,3,satisfied
73053,Male,23,academic,Group Travel,Group bookings,5,0,5,4,1,1,1,4,4,1,satisfied
115774,Male,53,aviation,Group Travel,Group bookings,4,4,1,4,5,5,4,3,4,3,satisfied
105965,Female,14,tourism,Group Travel,Individual/Couple,4,4,4,4,3,3,3,4,3,3,neutral or dissatisfied
99978,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,3,satisfied
81485,Female,61,academic,Group Travel,Group bookings,0,4,0,2,5,2,4,5,4,1,satisfied
89600,Female,29,tourism,Group Travel,Group bookings,0,0,0,3,2,2,2,5,4,2,satisfied
16377,Male,62,aviation,Group Travel,Individual/Couple,4,4,4,3,5,5,5,2,3,5,neutral or dissatisfied
64591,Female,49,aviation,Group Travel,Group bookings,0,0,0,1,3,4,3,5,3,3,satisfied
12160,Female,50,business,Group Travel,Individual/Couple,4,2,1,1,5,2,4,5,4,2,satisfied
95995,Male,22,tourism,Group Travel,Group bookings,3,3,2,3,3,3,3,1,4,3,neutral or dissatisfied
52459,Female,34,business,Group Travel,Not defined,4,4,4,3,5,5,5,5,2,5,neutral or dissatisfied
126721,Male,52,aviation,Group Travel,Group bookings,3,3,3,3,2,3,3,1,3,1,neutral or dissatisfied
22706,Female,17,business,Personal Travel,Individual/Couple,1,4,1,2,4,3,4,3,4,4,neutral or dissatisfied
36434,Male,16,business,Personal Travel,Individual/Couple,4,1,4,3,3,3,3,3,4,3,neutral or dissatisfied
58106,Male,18,personal,Personal Travel,Individual/Couple,2,5,2,3,3,3,3,5,4,3,neutral or dissatisfied
79150,Female,17,business,Personal Travel,Not defined,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
114512,Male,68,business,Group Travel,Group bookings,3,2,2,2,1,4,3,3,3,4,neutral or dissatisfied
9950,Female,34,personal,Group Travel,Individual/Couple,2,3,2,2,3,3,3,1,3,3,neutral or dissatisfied
93067,Female,54,academic,Personal Travel,Individual/Couple,3,4,3,2,5,5,4,5,4,3,neutral or dissatisfied
127564,Female,25,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,4,4,5,satisfied
70025,Female,12,academic,Group Travel,Group bookings,3,3,3,3,4,4,4,3,4,4,satisfied
125694,Male,8,academic,Personal Travel,Individual/Couple,2,5,2,2,2,2,2,4,4,2,neutral or dissatisfied
38416,Female,42,business,Group Travel,Individual/Couple,4,1,1,1,2,5,3,2,3,3,satisfied
129551,Female,61,tourism,Group Travel,Group bookings,3,3,3,3,5,4,3,3,3,4,neutral or dissatisfied
3301,Female,78,academic,Group Travel,Group bookings,4,4,4,4,4,5,3,3,3,4,satisfied
14998,Male,53,business,Group Travel,Individual/Couple,2,2,2,2,1,1,1,1,4,1,neutral or dissatisfied
43905,Male,35,academic,Personal Travel,Individual/Couple,4,5,4,3,3,3,3,3,4,3,satisfied
92923,Female,57,academic,Group Travel,Group bookings,0,4,0,3,3,4,5,5,5,5,satisfied
124332,Male,34,personal,Personal Travel,Not defined,4,4,4,3,4,4,4,1,5,4,neutral or dissatisfied
11086,Male,56,academic,Personal Travel,Individual/Couple,3,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
112220,Male,29,academic,Group Travel,Individual/Couple,3,3,3,4,2,5,2,3,3,2,neutral or dissatisfied
66431,Male,69,business,Personal Travel,Not defined,1,3,1,2,4,5,4,4,2,4,neutral or dissatisfied
96728,Female,56,business,Personal Travel,Individual/Couple,3,2,3,4,1,4,3,2,3,3,neutral or dissatisfied
116092,Female,19,tourism,Personal Travel,Individual/Couple,1,4,1,3,2,3,2,1,4,2,neutral or dissatisfied
76781,Male,23,aviation,Group Travel,Group bookings,5,0,5,2,2,3,2,4,4,2,satisfied
82648,Male,46,business,Group Travel,Group bookings,5,5,5,5,4,5,4,5,4,5,satisfied
9548,Female,31,business,Group Travel,Group bookings,2,2,2,2,5,5,5,4,5,5,satisfied
97457,Male,52,academic,Group Travel,Group bookings,5,5,5,5,5,5,3,4,3,3,satisfied
22584,Male,45,tourism,Group Travel,Individual/Couple,2,0,2,2,4,5,4,4,1,4,neutral or dissatisfied
32251,Male,33,tourism,Group Travel,Group bookings,3,2,2,4,5,3,5,3,1,5,neutral or dissatisfied
101171,Female,53,personal,Group Travel,Group bookings,2,5,1,5,1,3,2,4,2,4,neutral or dissatisfied
39769,Female,40,business,Group Travel,Individual/Couple,2,2,5,5,2,2,2,3,3,2,neutral or dissatisfied
3760,Male,58,aviation,Group Travel,Group bookings,3,3,3,3,5,5,5,3,5,4,satisfied
64140,Male,50,business,Group Travel,Group bookings,1,2,1,1,3,4,5,3,5,5,satisfied
87616,Female,56,tourism,Group Travel,Group bookings,2,2,2,2,2,5,5,5,5,3,satisfied
38849,Female,45,academic,Personal Travel,Not defined,1,1,1,4,3,3,4,1,4,1,neutral or dissatisfied
94515,Male,39,business,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,5,satisfied
17144,Female,45,business,Group Travel,Individual/Couple,5,3,3,3,1,1,5,4,5,5,satisfied
1844,Female,13,academic,Personal Travel,Individual/Couple,2,5,4,1,2,2,2,5,5,2,neutral or dissatisfied
51265,Male,61,tourism,Group Travel,Not defined,3,3,3,3,3,3,3,2,2,3,neutral or dissatisfied
128603,Female,52,aviation,Group Travel,Group bookings,2,2,2,2,4,5,4,3,4,5,satisfied
126050,Male,49,business,Group Travel,Group bookings,0,0,0,3,4,4,2,3,2,4,satisfied
40931,Female,9,academic,Group Travel,Individual/Couple,4,4,4,3,5,5,5,3,1,5,satisfied
93241,Male,45,tourism,Group Travel,Group bookings,2,2,2,2,5,5,4,5,4,3,satisfied
69133,Female,30,personal,Group Travel,Not defined,2,2,2,2,2,2,2,3,4,2,neutral or dissatisfied
6961,Male,36,tourism,Group Travel,Group bookings,2,5,4,5,1,3,1,2,1,4,neutral or dissatisfied
93137,Male,58,business,Group Travel,Group bookings,1,1,1,1,2,4,4,3,4,5,satisfied
85233,Male,30,tourism,Group Travel,Group bookings,1,1,1,1,1,1,1,4,1,1,neutral or dissatisfied
95847,Male,50,academic,Group Travel,Group bookings,4,4,4,4,4,5,5,3,5,3,satisfied
28181,Female,34,academic,Personal Travel,Individual/Couple,1,5,1,4,2,2,2,4,4,2,neutral or dissatisfied
73622,Male,56,tourism,Group Travel,Group bookings,0,4,0,5,5,5,5,4,5,3,satisfied
90008,Female,47,academic,Personal Travel,Group bookings,4,4,4,3,2,5,4,4,4,5,satisfied
8001,Female,28,academic,Group Travel,Group bookings,1,1,1,5,1,1,1,4,4,1,neutral or dissatisfied
29334,Female,69,business,Personal Travel,Individual/Couple,4,4,5,4,3,4,4,4,4,3,neutral or dissatisfied
19497,Female,35,academic,Group Travel,Individual/Couple,5,4,2,4,5,5,5,1,2,5,satisfied
37606,Male,8,business,Personal Travel,Individual/Couple,2,5,2,1,1,1,1,3,5,1,neutral or dissatisfied
16353,Male,11,business,Personal Travel,Individual/Couple,1,4,1,2,2,1,2,3,4,2,neutral or dissatisfied
119567,Female,31,business,Group Travel,Group bookings,4,4,2,4,5,5,5,3,4,5,satisfied
93005,Male,23,tourism,Group Travel,Group bookings,0,0,0,4,4,4,4,5,5,4,satisfied
126633,Female,49,academic,Group Travel,Group bookings,3,3,3,3,3,4,4,4,4,3,satisfied
109097,Female,27,business,Personal Travel,Individual/Couple,1,4,2,5,5,1,5,1,5,5,neutral or dissatisfied
115885,Male,29,business,Group Travel,Individual/Couple,3,2,4,4,2,2,2,4,4,2,neutral or dissatisfied
13535,Male,60,business,Group Travel,Group bookings,4,1,2,1,5,3,2,4,2,3,neutral or dissatisfied
26977,Female,29,tourism,Group Travel,Individual/Couple,5,2,2,2,5,5,5,1,5,5,satisfied
123316,Male,44,tourism,Group Travel,Not defined,2,1,1,1,2,2,2,2,4,2,neutral or dissatisfied
27496,Male,57,aviation,Group Travel,Group bookings,2,2,2,2,2,3,2,3,2,3,neutral or dissatisfied
81656,Female,57,academic,Group Travel,Group bookings,2,2,2,2,5,5,4,5,4,5,satisfied
113681,Female,39,tourism,Personal Travel,Individual/Couple,3,2,3,3,3,3,3,4,3,3,neutral or dissatisfied
31846,Female,42,tourism,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,3,4,neutral or dissatisfied
74584,Male,10,business,Group Travel,Group bookings,3,1,1,1,3,3,3,2,3,3,neutral or dissatisfied
38710,Female,28,tourism,Group Travel,Individual/Couple,5,2,2,2,5,5,5,4,5,5,satisfied
43041,Female,26,academic,Group Travel,Group bookings,2,4,4,4,2,2,2,3,3,2,neutral or dissatisfied
